OrderID,CustomerID,OrderDate,Country,Category,Product,Quantity,UnitPrice,TotalPrice,Discount,Revenue,PaymentMethod
101268,2620,2023-05-02,Australia,Toys,Lego Set,9,89.23,803.07,0.0,803.07,Bank Transfer
101269,5799,2023-11-17,Australia,Toys,Doll,5,172.89,864.45,0.0,864.45,Cash
101270,8614,2023-06-25,UK,Toys,Remote Car,4,163.16,652.64,0.0,652.64,Bank Transfer
101271,2652,2022-07-05,UK,Sports,Treadmill,3,96.54,289.62,0.0,289.62,Credit Card
101272,8013,2022-02-27,UK,Groceries,Rice,4,165.13,660.52,0.0,660.52,Credit Card
101273,8399,2022-03-29,Australia,Books,Textbook,7,496.05,3472.35,173.62,3298.73,Cash
101274,3180,2023-08-15,USA,Toys,Doll,8,81.89,655.12,32.76,622.36,Bank Transfer
101275,1288,2022-08-28,USA,Home & Kitchen,Cookware Set,4,295.16,1180.64,0.0,1180.64,Bank Transfer
101276,7679,2024-12-13,Australia,Sports,Football,6,67.96,407.76,0.0,407.76,PayPal
101277,8370,2022-11-28,Canada,Clothing,Dress,6,421.76,2530.56,0.0,2530.56,Cash
101278,3365,2022-09-02,UK,Home & Kitchen,Cookware Set,7,157.85,1104.95,0.0,1104.95,Credit Card
101279,6772,2023-06-15,UK,Electronics,Tablet,4,124.75,499.0,49.9,449.1,PayPal
101280,5756,2022-03-29,UK,Clothing,Jeans,5,265.16,1325.8,0.0,1325.8,Cash
101281,2142,2024-08-24,Canada,Toys,Doll,3,305.94,917.82,0.0,917.82,Bank Transfer
101282,5839,2023-08-20,Australia,Clothing,Jeans,6,412.97,2477.82,123.89,2353.9300000000003,Bank Transfer
101283,9348,2023-07-25,UK,Groceries,Eggs,3,359.6,1078.8,0.0,1078.8,Bank Transfer
101284,7446,2022-04-07,Canada,Home & Kitchen,Vacuum Cleaner,1,466.95,466.95,46.7,420.25,PayPal
101285,2977,2024-04-03,Australia,Sports,Treadmill,6,350.57,2103.42,0.0,2103.42,Cash
101286,9609,2023-06-05,India,Beauty,Shampoo,8,249.45,1995.6,0.0,1995.6,Bank Transfer
101287,6718,2023-01-06,Canada,Electronics,Tablet,7,165.9,1161.3,0.0,1161.3,Cash
101288,2308,2023-03-16,Germany,Home & Kitchen,Cookware Set,9,78.13,703.17,0.0,703.17,PayPal
101289,5861,2022-01-13,USA,Toys,Doll,9,487.47,4387.23,219.36,4167.87,Bank Transfer
101290,7744,2024-07-27,India,Beauty,Perfume,5,328.23,1641.15,0.0,1641.15,Credit Card
101291,2669,2023-07-29,USA,Clothing,Jacket,7,181.67,1271.69,0.0,1271.69,PayPal
101292,6373,2023-06-30,Germany,Groceries,Milk,8,36.13,289.04,14.45,274.59000000000003,Cash
101293,8867,2022-05-13,USA,Sports,Treadmill,3,160.62,481.86,48.19,433.67,Bank Transfer
101294,7227,2022-10-20,USA,Books,Magazine,7,7.64,53.48,0.0,53.48,Credit Card
101295,6289,2023-05-17,Australia,Beauty,Shampoo,5,111.06,555.3,0.0,555.3,Cash
101296,8546,2024-09-07,USA,Sports,Yoga Mat,5,280.62,1403.1,70.16,1332.9399999999998,Credit Card
101297,4749,2022-11-17,Australia,Sports,Treadmill,7,62.64,438.48,0.0,438.48,PayPal
101298,6608,2022-06-22,Germany,Toys,Lego Set,4,324.47,1297.88,64.89,1232.99,Bank Transfer
101299,1375,2024-07-19,UK,Electronics,Smartphone,3,471.59,1414.77,141.48,1273.29,Credit Card
101300,6695,2024-04-23,Canada,Books,Textbook,4,240.9,963.6,0.0,963.6,Credit Card
101301,9976,2023-04-05,Canada,Books,Novel,4,466.31,1865.24,186.52,1678.72,Credit Card
101302,7862,2024-08-26,UK,Electronics,Smartphone,6,173.59,1041.54,0.0,1041.54,Bank Transfer
101303,6733,2022-09-26,Australia,Books,Textbook,1,46.53,46.53,0.0,46.53,PayPal
101304,5960,2024-12-27,Australia,Home & Kitchen,Cookware Set,3,331.18,993.54,0.0,993.54,Cash
101305,1730,2022-04-22,USA,Home & Kitchen,Cookware Set,2,284.33,568.66,0.0,568.66,Credit Card
101306,1947,2024-01-19,UK,Sports,Tennis Racket,6,282.37,1694.22,0.0,1694.22,PayPal
101307,2104,2024-02-29,Australia,Groceries,Milk,1,76.92,76.92,0.0,76.92,PayPal
101308,1171,2023-04-21,USA,Clothing,Dress,3,247.46,742.38,0.0,742.38,Cash
101309,2161,2023-10-17,India,Clothing,Jeans,2,420.68,841.36,126.2,715.16,Credit Card
101310,9031,2024-03-17,Australia,Books,Notebook,7,113.95,797.65,0.0,797.65,Bank Transfer
101311,1703,2023-09-12,Germany,Books,Magazine,8,234.84,1878.72,0.0,1878.72,Bank Transfer
101312,9638,2023-10-26,UK,Home & Kitchen,Mixer,1,377.08,377.08,0.0,377.08,Bank Transfer
101313,2291,2023-01-05,USA,Clothing,Dress,9,354.22,3187.98,159.4,3028.58,Bank Transfer
101314,1825,2023-03-20,Canada,Electronics,Headphones,5,314.39,1571.95,157.2,1414.75,Cash
101315,5735,2022-12-26,Germany,Home & Kitchen,Mixer,2,55.53,111.06,5.55,105.51,Bank Transfer
101316,6747,2023-03-28,Germany,Books,Novel,9,47.69,429.21,42.92,386.28999999999996,PayPal
101317,4881,2023-08-04,Australia,Groceries,Milk,2,465.61,931.22,46.56,884.6600000000001,Credit Card
101318,1246,2024-05-05,UK,Books,Magazine,7,123.26,862.82,0.0,862.82,PayPal
101319,6767,2022-06-09,Germany,Beauty,Face Cream,2,201.88,403.76,0.0,403.76,Credit Card
101320,4338,2022-03-09,UK,Toys,Lego Set,8,469.86,3758.88,0.0,3758.88,Credit Card
101321,9621,2024-11-16,Germany,Beauty,Face Cream,1,398.98,398.98,0.0,398.98,PayPal
101322,3249,2024-06-17,UK,Groceries,Vegetables,5,20.52,102.6,0.0,102.6,Cash
101323,8292,2022-06-11,UK,Sports,Tennis Racket,2,393.33,786.66,0.0,786.66,PayPal
101324,2091,2022-07-20,Canada,Beauty,Lipstick,5,162.54,812.7,0.0,812.7,PayPal
101325,5370,2024-12-01,Australia,Clothing,Jeans,8,113.39,907.12,0.0,907.12,Credit Card
101326,7208,2024-11-13,Canada,Home & Kitchen,Vacuum Cleaner,5,136.62,683.1,0.0,683.1,Cash
101327,3276,2023-03-08,Germany,Toys,Puzzle,3,275.29,825.87,0.0,825.87,Cash
101328,7658,2022-07-28,USA,Books,Magazine,9,206.9,1862.1,0.0,1862.1,Cash
101329,5722,2023-05-27,Canada,Clothing,T-Shirt,5,158.86,794.3,119.14,675.16,Bank Transfer
101330,5030,2023-03-12,Germany,Beauty,Perfume,9,419.42,3774.78,0.0,3774.78,Cash
101331,5064,2023-12-19,UK,Home & Kitchen,Cookware Set,7,67.4,471.8,47.18,424.62,Bank Transfer
101332,9561,2023-06-06,India,Electronics,Smartphone,6,396.99,2381.94,0.0,2381.94,Credit Card
101333,1354,2022-06-17,India,Electronics,Smartphone,6,270.75,1624.5,162.45,1462.05,PayPal
101334,6821,2024-07-20,UK,Books,Magazine,3,199.3,597.9,0.0,597.9,PayPal
101335,8082,2023-02-13,Germany,Home & Kitchen,Vacuum Cleaner,6,226.94,1361.64,0.0,1361.64,PayPal
101336,5179,2023-09-11,Germany,Home & Kitchen,Vacuum Cleaner,7,229.78,1608.46,80.42,1528.04,Cash
101337,8050,2022-12-08,Germany,Toys,Remote Car,5,210.17,1050.85,0.0,1050.85,Bank Transfer
101338,1158,2022-10-06,Germany,Sports,Tennis Racket,5,103.69,518.45,0.0,518.45,Bank Transfer
101339,7574,2022-12-26,Australia,Sports,Treadmill,3,379.91,1139.73,0.0,1139.73,PayPal
101340,2756,2024-07-01,India,Beauty,Face Cream,3,168.74,506.22,0.0,506.22,Cash
101341,6807,2022-03-10,Canada,Home & Kitchen,Vacuum Cleaner,5,77.28,386.4,0.0,386.4,Bank Transfer
101342,4510,2022-09-30,Australia,Sports,Treadmill,5,406.21,2031.05,304.66,1726.3899999999999,Bank Transfer
101343,9015,2024-12-07,Canada,Beauty,Shampoo,4,471.74,1886.96,94.35,1792.6100000000001,PayPal
101344,6123,2023-02-01,Germany,Electronics,Tablet,8,205.03,1640.24,0.0,1640.24,PayPal
101345,2487,2022-03-08,Australia,Sports,Tennis Racket,9,316.81,2851.29,0.0,2851.29,Cash
101346,6024,2023-08-07,Germany,Beauty,Perfume,1,250.05,250.05,25.01,225.04000000000002,Cash
101347,9287,2023-08-03,UK,Books,Notebook,2,367.23,734.46,0.0,734.46,Cash
101348,7656,2024-10-28,USA,Books,Notebook,4,303.07,1212.28,0.0,1212.28,Bank Transfer
101349,6777,2023-08-16,India,Books,Textbook,6,251.94,1511.64,226.75,1284.89,Cash
101350,7406,2022-04-22,UK,Toys,Puzzle,6,405.79,2434.74,121.74,2313.0,Credit Card
101351,1184,2024-12-29,Canada,Home & Kitchen,Vacuum Cleaner,5,362.44,1812.2,0.0,1812.2,PayPal
101352,3474,2023-05-19,Germany,Toys,Doll,8,273.05,2184.4,218.44,1965.96,Bank Transfer
101353,3218,2022-09-03,India,Clothing,Dress,4,440.53,1762.12,0.0,1762.12,Cash
101354,7361,2024-05-25,USA,Home & Kitchen,Blender,5,395.12,1975.6,197.56,1778.04,PayPal
101355,1944,2024-02-03,UK,Groceries,Milk,7,415.97,2911.79,0.0,2911.79,Cash
101356,3926,2022-06-17,UK,Home & Kitchen,Cookware Set,5,396.72,1983.6,0.0,1983.6,PayPal
101357,3567,2024-04-10,UK,Sports,Treadmill,3,207.68,623.04,62.3,560.74,Credit Card
101358,6768,2022-03-08,USA,Home & Kitchen,Vacuum Cleaner,7,269.76,1888.32,188.83,1699.49,Credit Card
101359,8380,2022-09-05,Canada,Clothing,Jeans,5,361.25,1806.25,0.0,1806.25,PayPal
101360,1637,2022-06-25,India,Sports,Football,6,232.98,1397.88,0.0,1397.88,Bank Transfer
101361,4674,2022-12-16,India,Clothing,Jacket,1,159.5,159.5,0.0,159.5,PayPal
101362,2878,2024-09-28,Australia,Electronics,Smartphone,9,352.35,3171.15,0.0,3171.15,Bank Transfer
101363,7412,2024-03-23,India,Books,Magazine,2,135.88,271.76,0.0,271.76,Bank Transfer
101364,7412,2024-10-04,Australia,Books,Magazine,9,389.71,3507.39,0.0,3507.39,PayPal
101365,9580,2023-12-22,UK,Beauty,Shampoo,7,180.35,1262.45,63.12,1199.3300000000002,Cash
101366,6924,2024-10-26,Germany,Books,Notebook,6,78.59,471.54,0.0,471.54,PayPal
101367,6039,2022-06-09,Australia,Sports,Tennis Racket,4,12.07,48.28,2.41,45.870000000000005,PayPal
101368,3823,2022-09-10,Australia,Clothing,T-Shirt,6,221.79,1330.74,0.0,1330.74,Cash
101369,7174,2023-07-02,Canada,Clothing,T-Shirt,1,495.14,495.14,0.0,495.14,Credit Card
101370,1857,2022-01-04,Germany,Beauty,Perfume,1,477.55,477.55,47.76,429.79,Credit Card
101371,2558,2024-08-13,Australia,Books,Novel,5,346.5,1732.5,173.25,1559.25,PayPal
101372,4791,2024-08-20,India,Home & Kitchen,Blender,1,143.57,143.57,0.0,143.57,Cash
101373,9520,2022-01-16,Canada,Beauty,Shampoo,3,57.65,172.95,0.0,172.95,Credit Card
101374,3558,2024-10-15,Germany,Groceries,Vegetables,8,356.66,2853.28,0.0,2853.28,PayPal
101375,9998,2024-09-23,Australia,Books,Novel,2,41.68,83.36,0.0,83.36,Bank Transfer
101376,7895,2022-03-19,Australia,Clothing,Jeans,1,192.09,192.09,0.0,192.09,PayPal
101377,1868,2023-06-06,Germany,Electronics,Laptop,2,350.62,701.24,35.06,666.1800000000001,Credit Card
101378,7608,2024-08-17,Australia,Groceries,Milk,4,164.56,658.24,32.91,625.33,Bank Transfer
101379,2753,2024-09-09,Germany,Toys,Lego Set,2,494.49,988.98,98.9,890.08,PayPal
101380,1492,2023-08-10,Canada,Toys,Remote Car,3,116.72,350.16,0.0,350.16,Credit Card
101381,9968,2022-07-07,India,Toys,Puzzle,3,109.14,327.42,0.0,327.42,Bank Transfer
101382,9722,2024-12-25,USA,Books,Textbook,3,172.28,516.84,0.0,516.84,Credit Card
101383,7569,2024-10-05,Germany,Books,Novel,5,394.21,1971.05,197.1,1773.95,Bank Transfer
101384,6981,2022-04-24,Australia,Beauty,Lipstick,1,222.41,222.41,22.24,200.17,Credit Card
101385,6889,2024-10-30,USA,Home & Kitchen,Vacuum Cleaner,6,171.93,1031.58,51.58,979.9999999999999,Bank Transfer
101386,2620,2022-01-27,Australia,Clothing,Jeans,3,76.54,229.62,0.0,229.62,PayPal
101387,9599,2024-04-28,Canada,Beauty,Shampoo,2,68.29,136.58,6.83,129.75,PayPal
101388,7804,2022-07-15,Australia,Books,Textbook,8,97.74,781.92,78.19,703.73,Bank Transfer
101389,6409,2023-07-18,Canada,Groceries,Rice,9,388.1,3492.9,349.29,3143.61,PayPal
101390,5103,2024-11-16,USA,Sports,Tennis Racket,8,205.09,1640.72,0.0,1640.72,Credit Card
101391,6476,2023-08-29,Australia,Clothing,T-Shirt,6,86.76,520.56,52.06,468.49999999999994,Bank Transfer
101392,4192,2024-06-28,Canada,Home & Kitchen,Blender,5,196.29,981.45,0.0,981.45,Cash
101393,6095,2023-04-03,India,Toys,Lego Set,5,345.75,1728.75,0.0,1728.75,Bank Transfer
101394,2740,2022-12-10,UK,Books,Textbook,3,402.51,1207.53,60.38,1147.1499999999999,Credit Card
101395,1961,2022-02-04,Germany,Groceries,Milk,7,191.31,1339.17,66.96,1272.21,Credit Card
101396,5316,2023-05-09,Canada,Books,Textbook,5,147.23,736.15,0.0,736.15,Cash
101397,7260,2024-11-10,UK,Clothing,Jacket,5,101.81,509.05,25.45,483.6,Credit Card
101398,2922,2022-02-13,USA,Clothing,Dress,8,156.19,1249.52,62.48,1187.04,Bank Transfer
101399,7748,2023-05-22,India,Electronics,Tablet,3,259.97,779.91,39.0,740.91,PayPal
101400,2399,2022-12-03,UK,Toys,Lego Set,7,240.86,1686.02,0.0,1686.02,Cash
101401,9467,2024-08-31,Germany,Electronics,Laptop,3,228.04,684.12,0.0,684.12,Bank Transfer
101402,3288,2023-12-26,India,Home & Kitchen,Mixer,3,199.71,599.13,59.91,539.22,PayPal
101403,8619,2023-02-21,Germany,Home & Kitchen,Vacuum Cleaner,3,268.33,804.99,80.5,724.49,Bank Transfer
101404,8543,2022-01-10,India,Books,Magazine,6,483.09,2898.54,289.85,2608.69,Cash
101405,6717,2024-06-27,USA,Books,Notebook,1,132.59,132.59,0.0,132.59,PayPal
101406,5948,2022-10-27,India,Books,Notebook,4,41.42,165.68,8.28,157.4,PayPal
101407,1329,2024-09-26,UK,Books,Novel,5,134.01,670.05,0.0,670.05,Credit Card
101408,8311,2024-01-18,Germany,Clothing,Jeans,4,73.5,294.0,14.7,279.3,Cash
101409,4973,2022-11-25,India,Toys,Lego Set,2,364.66,729.32,0.0,729.32,Bank Transfer
101410,6291,2022-07-01,USA,Home & Kitchen,Cookware Set,5,136.36,681.8,34.09,647.7099999999999,PayPal
101411,2896,2023-09-26,Germany,Sports,Yoga Mat,5,325.49,1627.45,0.0,1627.45,Cash
101412,4275,2024-08-06,India,Home & Kitchen,Blender,1,39.6,39.6,1.98,37.620000000000005,Credit Card
101413,9584,2023-04-25,Germany,Home & Kitchen,Vacuum Cleaner,7,474.0,3318.0,331.8,2986.2,PayPal
101414,6030,2024-04-04,India,Books,Magazine,8,384.18,3073.44,0.0,3073.44,Credit Card
101415,6266,2024-05-17,UK,Home & Kitchen,Blender,8,132.1,1056.8,0.0,1056.8,Credit Card
101416,9584,2024-07-04,UK,Books,Magazine,4,469.25,1877.0,0.0,1877.0,Credit Card
101417,8111,2022-06-15,USA,Beauty,Lipstick,1,44.01,44.01,2.2,41.809999999999995,Cash
101418,8928,2022-08-10,Canada,Electronics,Tablet,3,465.52,1396.56,69.83,1326.73,Cash
101419,9408,2023-12-09,Germany,Beauty,Shampoo,9,395.89,3563.01,178.15,3384.86,PayPal
101420,6623,2022-04-16,Australia,Home & Kitchen,Mixer,2,129.67,259.34,12.97,246.36999999999998,Credit Card
101421,4736,2022-12-15,India,Sports,Yoga Mat,4,140.97,563.88,28.19,535.6899999999999,PayPal
101422,9437,2024-11-05,India,Books,Notebook,4,441.67,1766.68,0.0,1766.68,Credit Card
101423,6175,2023-09-04,Germany,Groceries,Milk,1,303.8,303.8,30.38,273.42,PayPal
101424,9591,2022-06-23,USA,Books,Novel,6,63.58,381.48,57.22,324.26,Cash
101425,4646,2023-11-28,Germany,Clothing,T-Shirt,1,408.53,408.53,0.0,408.53,PayPal
101426,7997,2022-05-29,UK,Beauty,Face Cream,5,369.27,1846.35,184.64,1661.71,PayPal
101427,3924,2024-09-27,Australia,Clothing,Dress,5,425.27,2126.35,0.0,2126.35,PayPal
101428,7525,2023-02-01,USA,Beauty,Shampoo,5,216.77,1083.85,0.0,1083.85,Cash
101429,4154,2024-01-02,Australia,Home & Kitchen,Blender,6,301.55,1809.3,0.0,1809.3,PayPal
101430,5289,2022-11-21,Australia,Home & Kitchen,Mixer,1,412.03,412.03,0.0,412.03,Cash
101431,9783,2022-10-31,Canada,Groceries,Eggs,4,94.29,377.16,0.0,377.16,Credit Card
101432,5506,2024-01-03,Germany,Beauty,Shampoo,2,366.16,732.32,0.0,732.32,Credit Card
101433,2384,2022-09-02,Canada,Clothing,Dress,4,210.08,840.32,0.0,840.32,PayPal
101434,1997,2024-09-18,India,Electronics,Tablet,9,5.12,46.08,0.0,46.08,Cash
101435,7821,2022-04-18,India,Sports,Football,9,79.17,712.53,0.0,712.53,Credit Card
101436,7158,2023-03-17,UK,Beauty,Face Cream,5,15.14,75.7,0.0,75.7,PayPal
101437,3401,2022-06-10,USA,Home & Kitchen,Vacuum Cleaner,9,389.32,3503.88,0.0,3503.88,Bank Transfer
101438,6270,2023-07-11,Germany,Groceries,Milk,7,58.76,411.32,0.0,411.32,Cash
101439,1589,2022-12-01,USA,Sports,Treadmill,8,419.33,3354.64,0.0,3354.64,Cash
101440,7837,2024-12-06,UK,Books,Magazine,2,222.87,445.74,0.0,445.74,PayPal
101441,8771,2023-05-08,Germany,Beauty,Shampoo,7,335.12,2345.84,0.0,2345.84,PayPal
101442,8813,2024-08-19,UK,Electronics,Headphones,2,5.09,10.18,0.0,10.18,Credit Card
101443,3673,2022-07-18,India,Toys,Lego Set,2,466.58,933.16,46.66,886.5,Cash
101444,5257,2024-03-02,Canada,Clothing,Jacket,6,475.55,2853.3,142.67,2710.63,Cash
101445,5789,2023-11-18,USA,Sports,Treadmill,3,306.07,918.21,0.0,918.21,PayPal
101446,8103,2022-02-11,Australia,Sports,Treadmill,7,227.94,1595.58,0.0,1595.58,Bank Transfer
101447,7928,2024-05-21,USA,Books,Notebook,8,355.54,2844.32,0.0,2844.32,Bank Transfer
101448,4055,2024-11-11,Australia,Sports,Treadmill,3,433.52,1300.56,0.0,1300.56,Cash
101449,6386,2022-01-21,India,Electronics,Tablet,8,8.44,67.52,0.0,67.52,PayPal
101450,6767,2024-06-30,Germany,Toys,Doll,8,10.97,87.76,0.0,87.76,Credit Card
101451,5314,2024-03-04,Australia,Books,Textbook,9,254.8,2293.2,343.98,1949.2199999999998,Cash
101452,9772,2022-07-08,USA,Home & Kitchen,Vacuum Cleaner,4,283.54,1134.16,0.0,1134.16,Credit Card
101453,6698,2024-06-11,Australia,Beauty,Lipstick,8,237.3,1898.4,0.0,1898.4,Bank Transfer
101454,1306,2023-10-07,Germany,Sports,Treadmill,9,405.91,3653.19,0.0,3653.19,Bank Transfer
101455,6271,2024-07-18,Germany,Books,Magazine,2,173.8,347.6,0.0,347.6,Bank Transfer
101456,4835,2023-12-27,Canada,Electronics,Smartphone,2,118.83,237.66,0.0,237.66,Cash
101457,4042,2022-05-12,India,Books,Magazine,5,100.13,500.65,0.0,500.65,PayPal
101458,7886,2022-09-15,Germany,Home & Kitchen,Vacuum Cleaner,2,223.87,447.74,0.0,447.74,PayPal
101459,1974,2022-10-01,Australia,Groceries,Rice,6,308.09,1848.54,92.43,1756.11,Cash
101460,1464,2023-03-23,Germany,Home & Kitchen,Cookware Set,9,489.4,4404.6,660.69,3743.9100000000003,Credit Card
101461,7627,2023-02-11,USA,Electronics,Smartphone,2,486.19,972.38,48.62,923.76,Credit Card
101462,4413,2023-07-12,Germany,Toys,Doll,7,258.39,1808.73,0.0,1808.73,Credit Card
101463,6341,2024-11-07,India,Books,Textbook,9,51.65,464.85,0.0,464.85,Cash
101464,3324,2024-04-03,Germany,Toys,Puzzle,2,128.44,256.88,25.69,231.19,Bank Transfer
101465,5620,2023-05-04,Australia,Sports,Yoga Mat,8,419.48,3355.84,0.0,3355.84,Cash
101466,7079,2022-09-17,USA,Groceries,Eggs,7,232.86,1630.02,0.0,1630.02,Credit Card
101467,9275,2022-05-16,Australia,Toys,Remote Car,8,37.27,298.16,0.0,298.16,Bank Transfer
101468,1908,2023-06-23,Canada,Books,Magazine,4,391.01,1564.04,78.2,1485.84,Cash
101469,7851,2022-02-21,Canada,Electronics,Tablet,2,92.83,185.66,0.0,185.66,Cash
101470,9660,2024-03-30,Germany,Groceries,Vegetables,6,119.74,718.44,71.84,646.6,Credit Card
101471,1559,2024-04-13,Australia,Sports,Tennis Racket,8,67.18,537.44,0.0,537.44,Cash
101472,3072,2023-03-13,UK,Groceries,Milk,3,117.61,352.83,0.0,352.83,Bank Transfer
101473,6497,2024-11-28,India,Clothing,Jacket,8,222.63,1781.04,0.0,1781.04,PayPal
101474,7182,2022-04-05,Germany,Beauty,Lipstick,3,425.32,1275.96,127.6,1148.3600000000001,Credit Card
101475,9559,2024-01-26,USA,Electronics,Smartphone,4,341.59,1366.36,0.0,1366.36,Credit Card
101476,4606,2022-04-22,India,Books,Novel,2,263.03,526.06,0.0,526.06,Credit Card
101477,3631,2023-07-15,India,Beauty,Lipstick,7,365.53,2558.71,0.0,2558.71,PayPal
101478,6196,2022-06-10,Australia,Sports,Treadmill,7,351.61,2461.27,0.0,2461.27,Credit Card
101479,8702,2024-02-15,UK,Clothing,Jacket,3,122.95,368.85,36.89,331.96000000000004,PayPal
101480,3049,2022-06-29,USA,Books,Novel,1,396.25,396.25,0.0,396.25,Credit Card
101481,7266,2024-02-04,India,Books,Magazine,6,484.5,2907.0,0.0,2907.0,PayPal
101482,8962,2022-09-22,Germany,Groceries,Rice,4,364.46,1457.84,0.0,1457.84,Cash
101483,5250,2024-09-19,Canada,Clothing,T-Shirt,9,14.85,133.65,6.68,126.97,Cash
101484,2385,2023-12-16,UK,Books,Magazine,9,10.82,97.38,0.0,97.38,Bank Transfer
101485,6644,2023-12-04,USA,Home & Kitchen,Mixer,1,463.47,463.47,0.0,463.47,Credit Card
101486,4833,2023-10-29,Germany,Electronics,Laptop,3,489.73,1469.19,0.0,1469.19,Cash
101487,5723,2024-10-14,USA,Clothing,Jacket,5,183.43,917.15,0.0,917.15,PayPal
101488,2351,2022-11-06,Canada,Sports,Yoga Mat,6,53.84,323.04,16.15,306.89000000000004,Bank Transfer
101489,8434,2024-11-25,Canada,Home & Kitchen,Vacuum Cleaner,6,244.6,1467.6,220.14,1247.46,Credit Card
101490,1405,2024-08-20,Australia,Beauty,Perfume,7,370.55,2593.85,259.38,2334.47,PayPal
101491,5929,2023-05-26,Canada,Toys,Doll,9,454.48,4090.32,0.0,4090.32,Credit Card
101492,2617,2023-03-16,USA,Clothing,Dress,1,476.95,476.95,0.0,476.95,Cash
101493,7176,2022-12-02,Canada,Home & Kitchen,Blender,6,401.25,2407.5,0.0,2407.5,Credit Card
101494,4515,2023-04-23,UK,Toys,Doll,1,120.2,120.2,0.0,120.2,Cash
101495,3333,2022-02-19,UK,Clothing,T-Shirt,3,87.38,262.14,13.11,249.02999999999997,PayPal
101496,4414,2023-07-23,Australia,Toys,Remote Car,6,371.05,2226.3,333.94,1892.3600000000001,PayPal
101497,8664,2022-10-14,UK,Beauty,Perfume,8,117.44,939.52,0.0,939.52,PayPal
101498,8222,2024-04-16,Germany,Groceries,Vegetables,8,237.82,1902.56,0.0,1902.56,PayPal
101499,8975,2022-04-30,Australia,Toys,Doll,6,318.72,1912.32,191.23,1721.09,Bank Transfer
101500,4232,2023-09-04,USA,Sports,Yoga Mat,6,226.8,1360.8,0.0,1360.8,PayPal
101501,6012,2024-03-21,Germany,Groceries,Vegetables,1,279.69,279.69,0.0,279.69,Bank Transfer
101502,7337,2024-10-20,Canada,Home & Kitchen,Cookware Set,4,407.94,1631.76,81.59,1550.17,PayPal
101503,3792,2024-05-02,India,Groceries,Milk,5,14.53,72.65,7.26,65.39,Credit Card
101504,9159,2024-10-08,Canada,Books,Magazine,7,273.13,1911.91,95.6,1816.3100000000002,PayPal
101505,1791,2024-07-18,USA,Clothing,Jacket,6,142.96,857.76,0.0,857.76,Bank Transfer
101506,2659,2024-09-25,Australia,Sports,Tennis Racket,2,92.49,184.98,18.5,166.48,Cash
101507,2216,2024-06-16,Germany,Books,Novel,4,469.3,1877.2,187.72,1689.48,Cash
101508,7862,2024-11-27,Germany,Clothing,Jacket,6,97.77,586.62,0.0,586.62,Credit Card
101509,7211,2023-02-27,Germany,Beauty,Face Cream,9,336.83,3031.47,454.72,2576.75,PayPal
101510,2935,2024-08-24,UK,Home & Kitchen,Blender,6,313.6,1881.6,0.0,1881.6,Bank Transfer
101511,4022,2022-04-19,USA,Electronics,Tablet,6,365.81,2194.86,329.23,1865.63,Bank Transfer
101512,2757,2024-07-25,UK,Electronics,Laptop,2,138.41,276.82,0.0,276.82,Credit Card
101513,1932,2023-07-20,Australia,Electronics,Headphones,5,487.15,2435.75,243.58,2192.17,Bank Transfer
101514,1743,2022-06-24,USA,Sports,Treadmill,7,30.78,215.46,0.0,215.46,PayPal
101515,8506,2022-06-05,Australia,Groceries,Rice,3,233.58,700.74,70.07,630.6700000000001,Bank Transfer
101516,5856,2022-03-10,India,Home & Kitchen,Blender,1,348.86,348.86,17.44,331.42,PayPal
101517,4959,2023-10-28,UK,Electronics,Headphones,8,468.87,3750.96,187.55,3563.41,PayPal
101518,7512,2022-09-13,Germany,Clothing,Jacket,5,356.91,1784.55,0.0,1784.55,PayPal
101519,5374,2023-01-02,India,Books,Notebook,1,111.53,111.53,0.0,111.53,Cash
101520,2590,2022-06-26,Canada,Electronics,Tablet,8,130.31,1042.48,104.25,938.23,Bank Transfer
101521,5942,2023-12-11,USA,Books,Novel,1,164.54,164.54,0.0,164.54,Cash
101522,4099,2024-11-19,Australia,Books,Notebook,6,49.36,296.16,0.0,296.16,PayPal
101523,6309,2023-07-26,Germany,Home & Kitchen,Vacuum Cleaner,5,434.44,2172.2,0.0,2172.2,PayPal
101524,1179,2023-03-17,Canada,Groceries,Eggs,6,216.78,1300.68,0.0,1300.68,Bank Transfer
101525,6285,2022-11-10,Germany,Books,Magazine,4,89.58,358.32,0.0,358.32,Bank Transfer
101526,3070,2023-01-01,USA,Sports,Yoga Mat,6,109.58,657.48,0.0,657.48,Cash
101527,4290,2024-07-30,India,Home & Kitchen,Cookware Set,7,41.16,288.12,0.0,288.12,PayPal
101528,6267,2024-10-08,India,Electronics,Tablet,6,262.97,1577.82,236.67,1341.1499999999999,Credit Card
101529,5812,2023-09-02,Australia,Sports,Yoga Mat,2,174.99,349.98,0.0,349.98,Cash
101530,3861,2022-07-17,India,Beauty,Lipstick,8,328.14,2625.12,262.51,2362.6099999999997,Cash
101531,3567,2024-07-26,USA,Sports,Football,2,279.15,558.3,0.0,558.3,Cash
101532,5962,2022-12-23,Germany,Electronics,Smartphone,7,243.53,1704.71,0.0,1704.71,Bank Transfer
101533,8180,2023-07-24,India,Clothing,T-Shirt,6,276.13,1656.78,82.84,1573.94,Cash
101534,9689,2022-02-12,USA,Groceries,Rice,1,456.07,456.07,0.0,456.07,Credit Card
